120					
4	2				
30	5	20	100	0	1
30	5	20	100	0	1
30	5	20	100	0	1
30	5	18	100	0	1
30	5	16	100	0	1
28	5	16	99	0	1
28	5	16	99	0	1
28	5	16	99	0	1
28	5	16	99	0	1
28	5	16	97	0	1
28	5	16	99	0	1
28	5	16	99	0	1
28	5	16	98	0	1
28	5	16	98	0	1
28	5	16	100	0	1
28	5	16	100	0	1
28	5	16	98	0	1
28	5	16	100	0	1
28	5	18	98	0	1
28	5	18	100	0	1
28	5	18	100	0	1
28	5	18	100	0	1
28	5	18	100	0	1
28	5	18	98	0	1
28	5	18	99	0	1
28	5	18	99	0	1
28	5	18	99	0	1
28	5	18	100	0	1
28	5	18	100	0	1
28	5	18	100	0	1
40	5	18	100	0	1
60	5	18	100	0	1
60	5	18	100	0	1
40	5	18	100	1	0
40	5	18	94	0	1
30	5	18	99	0	1
30	5	18	100	0	1
30	5	18	99	0	1
30	5	18	98	0	1
30	5	18	98	0	1
30	5	18	96	0	1
30	5	18	97	0	1
30	5	18	98	0	1
30	5	18	100	0	1
30	5	18	100	0	1
30	5	18	100	0	1
30	5	18	100	0	1
30	5	18	100	0	1
40	5	18	99	0	1
40	5	18	99	1	0
40	5	18	92	0	1
40	5	18	96	0	1
40	5	18	97	1	0
40	5	18	92	1	0
40	5	18	95	0	1
40	5	18	100	0	1
40	5	18	91	0	1
40	5	18	98	1	0
35	5	18	95	1	0
35	5	18	95	1	0
35	5	18	94	0	1
35	5	18	96	0	1
35	5	18	97	0	1
35	5	18	97	0	1
35	5	18	98	0	1
35	5	18	98	0	1
35	5	18	99	0	1
35	5	18	97	0	1
35	5	18	99	0	1
35	5	18	98	0	1
35	5	18	99	0	1
35	5	18	99	0	1
35	5	18	98	0	1
35	5	18	99	0	1
35	5	18	100	0	1
35	5	18	97	0	1
35	5	12	98	0	1
35	5	12	96	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	97	0	1
35	5	12	99	0	1
35	5	12	98	0	1
35	5	12	99	0	1
35	5	12	100	0	1
35	5	12	98	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	100	0	1
35	5	12	99	0	1
35	5	12	98	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	100	0	1
35	5	12	100	0	1
35	5	18	98	0	1
35	5	18	99	0	1
35	5	18	100	0	1
35	5	18	97	0	1
35	5	12	98	0	1
35	5	12	96	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	97	0	1
35	5	12	99	0	1
35	5	12	98	0	1
35	5	12	99	0	1
35	5	12	100	0	1
35	5	12	98	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	100	0	1
35	5	12	99	0	1
35	5	12	98	0	1
35	5	12	99	0	1
35	5	12	99	0	1
35	5	12	100	0	1
35	5	12	100	0	1
