96					
4	2				
40	4	30	94	0	1
40	4	30	96	1	0
40	4	30	95	1	0
40	4	30	95	1	0
40	4	27	94	1	0
35	4	22	95	0	1
35	4	22	91	1	0
35	4	22	94	1	0
35	4	22	95	1	0
35	4	22	94	0	1
35	4	22	97	0	1
35	4	22	97	0	1
30	4	18	100	0	1
30	4	18	100	0	1
30	4	18	98	1	0
30	4	18	94	1	0
30	4	18	94	1	0
30	4	15	94	0	1
30	4	15	96	0	1
30	4	15	98	1	0
30	4	15	94	1	0
30	4	15	93	1	0
30	4	15	94	1	0
30	4	15	94	0	1
35	5	30	97	0	1
35	5	30	96	0	1
35	5	30	98	0	1
35	5	30	96	1	0
35	6	30	95	1	0
35	6	30	95	0	1
35	6	30	98	0	1
35	6	30	96	0	1
35	6	30	96	1	0
35	6	30	93	1	0
35	6	30	94	1	0
35	6	30	92	1	0
35	6	30	92	1	0
35	6	30	92	1	0
35	6	34	93	0	1
35	6	34	96	0	1
35	6	34	99	1	0
35	6	34	94	1	0
35	6	34	94	0	1
35	6	34	97	0	1
35	6	34	96	0	1
35	6	34	97	1	0
35	6	34	95	0	1
35	6	34	96	0	1
35	8	30	97	0	1
35	8	30	96	0	1
35	8	30	96	0	1
35	8	30	98	0	1
35	8	30	96	0	1
35	8	30	96	0	1
35	8	30	98	1	0
35	8	30	92	0	1
35	8	30	97	0	1
35	8	30	96	1	0
35	8	30	94	1	0
35	8	30	95	1	0
35	8	28	95	0	1
35	8	28	98	1	0
35	8	28	95	0	1
35	8	28	98	1	0
35	8	28	94	1	0
35	8	28	94	1	0
35	8	28	94	1	0
35	8	28	95	0	1
35	8	28	96	1	0
35	8	28	95	1	0
35	8	28	93	0	1
35	8	28	96	0	1
35	8	28	96	0	1
35	8	28	98	1	0
35	8	28	95	1	0
35	8	28	94	0	1
35	8	28	98	1	0
35	8	28	95	0	1
35	8	28	96	1	0
35	8	28	94	1	0
35	8	28	95	1	0
35	7	25	94	0	1
35	7	25	96	0	1
35	7	25	96	0	1
35	7	25	96	1	0
35	7	25	95	0	1
35	7	25	96	1	0
35	7	25	93	1	0
35	7	25	94	1	0
35	7	25	95	0	1
35	7	25	97	0	1
35	7	25	97	1	0
35	7	25	93	1	0
35	7	25	94	1	0
35	7	25	95	0	1
35	7	25	96	1	0
